Date,Open,High,Low,Close,Volume,Market Cap,Source
2013-12-15,0.0005587760242633,0.0009038830175995,0.0002896010119002,0.0002978809934575,0.0,1960300.3178,Dogecoin
2013-12-16,0.0002993119996972,0.0008658739970996,0.0001502130035078,0.0002047309972112,0.0,1509085.15965,Dogecoin
2013-12-17,0.0002068890025839,0.0002887900045607,0.0001155930003733,0.0002685399958863,0.0,2169687.9813,Dogecoin
2013-12-18,0.0002673169947229,0.0003616310132201,0.0002046080044237,0.0003616310132201,0.0,3188943.20963,Dogecoin
2013-12-19,0.0003950539976358,0.0015196700114756,0.0003283029946032,0.0011624899925664,0.0,11150339.2183,Dogecoin
2013-12-20,0.0011429199948906,0.0011429199948906,0.0006617510225623,0.0007038660114631,0.0,7284337.11836,Dogecoin
2013-12-21,0.0007004869985394,0.0007004869985394,0.0003542760096024,0.0003936789871659,0.0,4360316.34343,Dogecoin
2013-12-22,0.0003911569947376,0.0004975799820385,0.0002796530025079,0.0003147620009258,0.0,3706592.18772,Dogecoin
2013-12-23,0.0003126609954051,0.0004595300124492,0.0002935240045189,0.0004511850129347,0.0,5644793.35139,Dogecoin
2013-12-24,0.0004504809912759,0.0009130489779636,0.0004504809912759,0.0006855470128357,0.0,9075937.82287,Dogecoin
2013-12-25,0.000686298997607,0.0006936800200492,0.0005582980229519,0.0005867009749636,0.0,8194483.24403,Dogecoin
2013-12-26,0.0005881880060769,0.0007057270267978,0.0005434529739432,0.0006019640131853,0.0,8836621.0156,Dogecoin
2013-12-27,0.0006029909709468,0.0006281550158746,0.00049691402819,0.0005219000158831,477422.0,8016603.64892,Dogecoin
2013-12-28,0.0005239659803919,0.000539981003385,0.000457638001535,0.0004585330025292,341581.0,7374148.77651,Dogecoin
2013-12-29,0.0004586720024235,0.0004924290115013,0.0003989319957327,0.0004544800030998,360974.0,7634717.16966,Dogecoin
2013-12-30,0.0004522230010479,0.0004585499991662,0.0004158719966653,0.0004158719966653,276660.0,7270541.89933,Dogecoin
2013-12-31,0.0004181760014034,0.0004656940000131,0.0004076710029039,0.0004222459974698,273400.0,7689658.67317,Dogecoin
2014-01-01,0.0004227829922456,0.0004509369900915,0.0004227829922456,0.0004396979929879,307917.0,8335005.00046,Dogecoin
2014-01-02,0.0004485950048547,0.0004485950048547,0.0003305620048195,0.0003530519898049,318037.0,6935467.09731,Dogecoin
2014-01-03,0.0003532539994921,0.0003762959968298,0.0002926370070781,0.000302925996948,303106.0,6162989.7455,Dogecoin
2014-01-04,0.0003046100027859,0.0003205249959137,0.0002559690037742,0.0003008290077559,313907.0,6323971.51966,Dogecoin
2014-01-05,0.0003004930040333,0.0003121379995718,0.0002466070000082,0.0002707240055315,245107.0,5883643.91231,Dogecoin
2014-01-06,0.0002714550064411,0.0002903399872593,0.000226427000598,0.0002545529860071,265529.0,5711172.41714,Dogecoin
2014-01-07,0.0002552010118961,0.0002836560015566,0.0002197209978476,0.0002245600044261,212892.0,5198193.35025,Dogecoin
2014-01-08,0.0002228770026704,0.0002376560005359,0.000203028001124,0.0002275339938933,174256.0,5422855.08661,Dogecoin
2014-01-09,0.0002271970006404,0.0002689120010472,0.0002121750003425,0.0002455890062265,314644.0,6035300.0228,Dogecoin
2014-01-10,0.000245539995376,0.0003743149864021,0.0002405029954388,0.0003734460042323,570553.0,9440391.36224,Dogecoin
2014-01-11,0.0003729480085894,0.0005085379816591,0.0003341099945828,0.0003564399958122,986660.0,9264268.56227,Dogecoin
2014-01-12,0.0003586439997889,0.0003748789895325,0.000322720996337,0.0003452879900578,296158.0,9207367.91121,Dogecoin
2014-01-13,0.0003440759901423,0.0003440759901423,0.0002601979940664,0.0002775960019789,391890.0,7601922.09794,Dogecoin
2014-01-14,0.0002782460069283,0.0003537280135788,0.0002759259950835,0.0003416409890633,577691.0,9605481.36275,Dogecoin
2014-01-15,0.0003415789979044,0.0004408590029925,0.0003411080106161,0.0004132319882046,1259190.0,11931633.8451,Dogecoin
2014-01-16,0.0004129389999434,0.0004313749959692,0.0003704669943545,0.0003843900049105,483679.0,11370074.0545,Dogecoin
2014-01-17,0.0003838650009129,0.0004217149980831,0.0003755250072572,0.0004154659982305,716054.0,12561727.1711,Dogecoin
2014-01-18,0.0004161960096098,0.0006461759912781,0.0004161960096098,0.0005879999953322,2998020.0,18272131.498,Dogecoin
2014-01-19,0.0005877619842067,0.0007534340256825,0.0005780960200354,0.0006967679946683,3509460.0,22169606.0967,Dogecoin
2014-01-20,0.0006971120019443,0.0013412300031632,0.0006851429934613,0.0012530899839475,9061440.0,40786394.2243,Dogecoin
2014-01-21,0.0012522999895736,0.0023348398972302,0.0012522999895736,0.0018142099725082,13114300.0,60303237.8248,Dogecoin
2014-01-22,0.0019772399682551,0.0020379400812089,0.0013648200547322,0.001496689976193,5896280.0,50918549.0052,Dogecoin
2014-01-23,0.0014964600559324,0.0019219999667257,0.0014964600559324,0.0018002700526267,5532260.0,62533457.9207,Dogecoin
2014-01-24,0.0018011200008913,0.0019082099897786,0.0016311299987137,0.0017854400211945,4732940.0,63302688.4705,Dogecoin
2014-01-25,0.0017835800535976,0.0019088600529357,0.0017499499954283,0.0018437999533489,3206090.0,66662005.2382,Dogecoin
2014-01-26,0.0018439500126987,0.0018695200560614,0.0014982400462031,0.0015935000265017,4570820.0,58716636.9341,Dogecoin
2014-01-27,0.0015922799939289,0.0016751399962231,0.0012187999673187,0.0012187999673187,1999700.0,45786156.0893,Dogecoin
2014-01-28,0.0012229500571265,0.0014029500307515,0.0012227500556036,0.0013568899594247,2112100.0,51898336.362,Dogecoin
2014-01-29,0.0013526299735531,0.001602440024726,0.0013456899905577,0.001602440024726,2488540.0,62445845.2551,Dogecoin
2014-01-30,0.0016024799551814,0.0016029099933803,0.0014438700163736,0.001523399958387,2168880.0,60519608.8099,Dogecoin
2014-01-31,0.001522280042991,0.0015602499479427,0.0015085800550878,0.0015602499479427,1003380.0,63117338.3639,Dogecoin
2014-02-01,0.0015577899757772,0.0015722500393167,0.0014570199418812,0.0014570199418812,1084150.0,59980168.9108,Dogecoin
2014-02-02,0.0014492500340566,0.0014964200090616,0.0010890699923038,0.0012793199857696,2000720.0,53548596.0649,Dogecoin
2014-02-03,0.0012773199705407,0.0013628100277855,0.0012268800055608,0.001268699998036,1879300.0,54008717.9833,Dogecoin
2014-02-04,0.0012686100089922,0.0012894499814137,0.0011215299600735,0.0011606300249695,2569440.0,50249778.3937,Dogecoin
2014-02-05,0.0011632599635049,0.0013264899607747,0.0011616899864748,0.0013024599757045,2623790.0,57322977.5954,Dogecoin
2014-02-06,0.0013080700300633,0.0013743600575253,0.0012793899513781,0.001306019956246,1831240.0,58452601.2356,Dogecoin
2014-02-07,0.0013084600213915,0.0013084600213915,0.0010463099461048,0.0011241900501772,1401220.0,51122747.8204,Dogecoin
2014-02-08,0.0011049599852412,0.0011575700482353,0.0010583000257611,0.0010813500266522,789545.0,49953520.5691,Dogecoin
2014-02-09,0.0010774199618026,0.0012907099444419,0.0010559200309216,0.0012907099444419,2538170.0,60542650.41,Dogecoin
2014-02-10,0.0012867900077253,0.0015070700319483,0.0010793299879878,0.001414000056684,4810030.0,67393069.1052,Dogecoin
2014-02-11,0.0014137800317257,0.001830660039559,0.0013848399976268,0.0018115199636667,9117540.0,87595382.381,Dogecoin
2014-02-12,0.0018165300134569,0.0019444900099188,0.0017467800062149,0.0018177799647673,6437240.0,89214372.4145,Dogecoin
